"study.ID","synopsis","year","study.design.grouped","continent","country","lat","long","language","iso3c","country_wb","gdp_pc_const2015","income","income_group","bii","scenario"
"7858","Terrestrial Mammal Conservation",1995,"After","Asia","Israel",30.6090062,34.8063778,"English","ISR","Israel",26050.7265906943,"High income","High",0.935735821723938,"historical"
"7859","Terrestrial Mammal Conservation",2013,"CI","North America","Mexico",19.313676,-99.1751243,"English","MEX","Mexico",9738.71059803658,"Upper middle income","Middle",0.740009427070618,"historical"
"7859","Reptile Conservation",2013,"CI","North America","Mexico",19.313676,-99.1751243,"English","MEX","Mexico",9738.71059803658,"Upper middle income","Middle",0.740009427070618,"historical"
"7860","Terrestrial Mammal Conservation",2010,"After","Asia","India",27.3463466,76.4389549,"English","IND","India",1235.15939133951,"Lower middle income","Middle",0.605751931667328,"historical"
"7861","Terrestrial Mammal Conservation",2016,"CI","Europe","Italy",43.7710132,11.2486176,"English","ITA","Italy",31077.6792675211,"High income","High",0.658877372741699,"ssp2rcp4p5messageglobiom"
"7862","Terrestrial Mammal Conservation",2015,"After","North America","United States",44.2837372,-100.513622,"English","USA","United States",56572.9188996063,"High income","High",0.690962076187134,"ssp2rcp4p5messageglobiom"
"7862","Terrestrial Mammal Conservation",2015,"CI","North America","United States",44.2837372,-100.513622,"English","USA","United States",56572.9188996063,"High income","High",0.690962076187134,"ssp2rcp4p5messageglobiom"
"7863","Terrestrial Mammal Conservation",2013,"After","North America","United States",43.7884404,-102.3234816,"English","USA","United States",54462.6252412407,"High income","High",0.691076457500458,"historical"
"7865","Terrestrial Mammal Conservation",2013,"After","North America","Canada",51.2799992,-115.9385896,"English","CAN","Canada",42851.170527104,"High income","High",0.907785058021545,"historical"
"7866","Terrestrial Mammal Conservation",2012,"BA","North America","United States",41.8225408,-110.8813078,"English","USA","United States",53738.1476714593,"High income","High",0.687221765518188,"historical"
"7867","Terrestrial Mammal Conservation",1985,"CI","North America","United States",47.8181733,-117.3656612,"English","USA","United States",34748.2668742364,"High income","High",0.683261573314667,"historical"
"7868","Terrestrial Mammal Conservation",2015,"After","Europe","Sweden",58.4430701,11.4363206,"English","SWE","Sweden",51188.1652120493,"High income","High",0.951435327529907,"ssp2rcp4p5messageglobiom"
"7869","Terrestrial Mammal Conservation",1995,"After","Africa","Namibia",-18.4152575,16.912251,"English","NAM","Namibia",2945.36226956201,"Upper middle income","Middle",0.770021438598632,"historical"
"7870","Terrestrial Mammal Conservation",1998,"CI","North America","United States",29.6410751,-98.6250283,"English","USA","United States",45374.6215189233,"High income","High",0.684780144691467,"historical"
"7871","Terrestrial Mammal Conservation",2005,"After","North America","United States",45.804015,-92.2881718,"English","USA","United States",52393.4513113092,"High income","High",0.68662440776825,"historical"
"7872","Terrestrial Mammal Conservation",2006,"BACI","Africa","Namibia",-20.6071944,17.3448747,"English","NAM","Namibia",3834.99894666178,"Upper middle income","Middle",0.770274639129639,"historical"
"7873","Terrestrial Mammal Conservation",2008,"After","Africa","Namibia",-22.4026262,18.9677985,"English","NAM","Namibia",4036.38187484707,"Upper middle income","Middle",0.770321071147919,"historical"
"7874","Terrestrial Mammal Conservation",2013,"CI","Europe","Italy",46.4554882,11.8174563,"English","ITA","Italy",30330.0221599668,"High income","High",0.650798320770264,"historical"
"7875","Terrestrial Mammal Conservation",1992,"After","North America","United States",45.054526,-110.576987,"English","USA","United States",39256.0481325055,"High income","High",0.683667814731598,"historical"
"7876","Terrestrial Mammal Conservation",2016,"BACI","North America","United States",35.496354,-118.858134,"English","USA","United States",57151.4708448372,"High income","High",0.691220998764038,"ssp2rcp4p5messageglobiom"
"7877","Terrestrial Mammal Conservation",2002,"Rand.exp.","North America","United States",41.3590786,-82.6441657,"English","USA","United States",48729.1586442625,"High income","High",0.685816407203674,"historical"
"7878","Terrestrial Mammal Conservation",2006,"Rand.exp.","North America","United States",41.3590786,-82.6441657,"English","USA","United States",53335.5896950225,"High income","High",0.687957048416138,"historical"
"7879","Terrestrial Mammal Conservation",1978,"After","Africa","Kenya",-4.2879366,39.3828571,"English","KEN","Kenya",1203.76787713531,"Lower middle income","Middle",0.780909192562103,"historical"
"7880","Terrestrial Mammal Conservation",1993,"After","North America","United States",41.4842484,-77.4987896,"English","USA","United States",39807.8795034206,"High income","High",0.683853203058243,"historical"
"7881","Terrestrial Mammal Conservation",2003,"After","North America","United States",48.0621848,-115.903997,"English","USA","United States",49662.7520549839,"High income","High",0.685447096824646,"historical"
"7882","Terrestrial Mammal Conservation",1986,"CI","North America","United States",32.8104124,-108.1515645,"English","USA","United States",35620.759359254,"High income","High",0.683268666267395,"historical"
"7883","Terrestrial Mammal Conservation",2014,"BACI","Oceania","Australia",-31.2820204,142.3030029,"English","AUS","Australia",56571.8062524437,"High income","High",0.696009576320648,"historical"
"7884","Terrestrial Mammal Conservation",2016,"After","Oceania","Australia",-26.1054764,113.3956434,"English","AUS","Australia",57632.9995925594,"High income","High",0.696267366409302,"ssp2rcp4p5messageglobiom"
"7885","Terrestrial Mammal Conservation",1999,"Rand.exp.","North America","United States",40.7038712,-105.0085856,"English","USA","United States",47004.469017723,"High income","High",0.684965533018112,"historical"
"7886","Terrestrial Mammal Conservation",2013,"BACI","South America","Chile",-35.9987013,-72.7713513,"English","CHL","Chile",13182.7329619856,"High income","High",0.880749106407166,"historical"
"7887","Terrestrial Mammal Conservation",2016,"After","North America","United States",41.2082582,-114.8503331,"English","USA","United States",57151.4708448372,"High income","High",0.691220998764038,"ssp2rcp4p5messageglobiom"
"7888","Terrestrial Mammal Conservation",1985,"BA","North America","United States",48.7603918,-113.7900205,"English","USA","United States",34748.2668742364,"High income","High",0.683261573314667,"historical"
"7889","Terrestrial Mammal Conservation",2011,"After","Asia","India",21.1074125,70.8181597,"English","IND","India",1281.61054354933,"Lower middle income","Middle",0.605329632759094,"historical"
"7890","Terrestrial Mammal Conservation",2015,"CI","Europe","Austria",48.5850393,15.4106859,"English","AUT","Austria",43915.228020857,"High income","High",0.724824070930481,"ssp2rcp4p5messageglobiom"
"7891","Terrestrial Mammal Conservation",1983,"Rand.exp.","North America","United States",46.3420383,-117.6778122,"English","USA","United States",31656.1736604625,"High income","High",0.68324738740921,"historical"
"7892","Terrestrial Mammal Conservation",2005,"After","Africa","South Africa",-30.5598576,22.939307,"English","ZAF","South Africa",5406.07581377638,"Upper middle income","Middle",0.584885597229004,"historical"
"7893","Terrestrial Mammal Conservation",2016,"CI","North America","United States",36.5003647,-106.2510117,"English","USA","United States",57151.4708448372,"High income","High",0.691220998764038,"ssp2rcp4p5messageglobiom"
"7894","Terrestrial Mammal Conservation",1994,"After","North America","United States",35.5817357,-93.9693579,"English","USA","United States",40907.0184352707,"High income","High",0.684038591384888,"historical"
"7895","Terrestrial Mammal Conservation",1999,"BACI","North America","United States",40.9053845,-109.5211063,"English","USA","United States",47004.469017723,"High income","High",0.684965533018112,"historical"
"7896","Terrestrial Mammal Conservation",2013,"BA","North America","United States",40.510392,-86.8072724,"English","USA","United States",54462.6252412407,"High income","High",0.691076457500458,"historical"
"7897","Terrestrial Mammal Conservation",2014,"After","North America","United States",40.2675016,-86.1347135,"English","USA","United States",55394.4510435329,"High income","High",0.688019990921021,"historical"
"7898","Terrestrial Mammal Conservation",2013,"CI","Oceania","Australia",-36.735966,145.6088294,"English","AUS","Australia",55966.1509270561,"High income","High",0.696377575397491,"historical"
"7899","Terrestrial Mammal Conservation",2015,"After","Oceania","Australia",-34.8372082,149.0142197,"English","AUS","Australia",56970.3613028094,"High income","High",0.696203231811523,"ssp2rcp4p5messageglobiom"
"7900","Terrestrial Mammal Conservation",1992,"After","Africa","South Africa",-32.9954283,26.6048898,"English","ZAF","South Africa",4225.814328485,"Upper middle income","Middle",0.597450959682464,"historical"
"7901","Terrestrial Mammal Conservation",2016,"After","Europe","Italy",42.552049,11.726714,"English","ITA","Italy",31077.6792675211,"High income","High",0.658877372741699,"ssp2rcp4p5messageglobiom"
"7902","Terrestrial Mammal Conservation",1999,"After","Asia","Oman",19.9447943,57.1039318,"English","OMN","Oman",18965.2142322448,"High income","High",1,"historical"
"7904","Terrestrial Mammal Conservation",2000,"CI","North America","Canada",47.4958217,-69.2657111,"English","CAN","Canada",37906.8601321366,"High income","High",0.908555448055267,"historical"
"7905","Terrestrial Mammal Conservation",2009,"After","Africa","Botswana",-19.9070787,23.0011989,"English","BWA","Botswana",5179.4138607146,"Upper middle income","Middle",0.825876832008362,"historical"
"7906","Terrestrial Mammal Conservation",2011,"CI","North America","United States",33.9479441,-83.3768583,"English","USA","United States",52956.6630340962,"High income","High",0.689221143722534,"historical"
"7907","Terrestrial Mammal Conservation",1994,"CI","North America","United States",43.8041334,-120.5542012,"English","USA","United States",40907.0184352707,"High income","High",0.684038591384888,"historical"
"7908","Terrestrial Mammal Conservation",2013,"CI","South America","Ecuador",-0.9881594,-75.5742467,"English","ECU","Ecuador",5893.32172683036,"Upper middle income","Middle",0.800337970256805,"historical"
"7909","Terrestrial Mammal Conservation",2004,"BACI","North America","United States",39.3487969,-111.2606554,"English","USA","United States",51098.5573007417,"High income","High",0.686720550060272,"historical"
"7910","Terrestrial Mammal Conservation",1990,"BACI","North America","Canada",53.9169635,-122.7495817,"English","CAN","Canada",31700.5462613508,"High income","High",0.911304473876953,"historical"
"7911","Terrestrial Mammal Conservation",2012,"Rand.exp.","North America","Canada",49.6673446,-119.8881772,"English","CAN","Canada",42320.6431330726,"High income","High",0.90678334236145,"historical"
"7912","Terrestrial Mammal Conservation",2014,"CI","North America","Canada",49.6673446,-119.8881772,"English","CAN","Canada",43643.2356440047,"High income","High",0.907880067825317,"historical"
"7913","Terrestrial Mammal Conservation",2006,"CI","North America","Canada",49.6673446,-119.8881772,"English","CAN","Canada",41663.5123057295,"High income","High",0.906920254230499,"historical"
"7914","Terrestrial Mammal Conservation",2007,"Rand.exp.","North America","Canada",49.4981418,-119.5880669,"English","CAN","Canada",42106.8724378248,"High income","High",0.90674877166748,"historical"
"7915","Terrestrial Mammal Conservation",2010,"CI","North America","Canada",49.4981418,-119.5880669,"English","CAN","Canada",41164.3399119626,"High income","High",0.908224105834961,"historical"
"7916","Terrestrial Mammal Conservation",2012,"Rand.exp.","North America","Canada",51.8211616,-124.9306515,"English","CAN","Canada",42320.6431330726,"High income","High",0.90678334236145,"historical"
"7917","Terrestrial Mammal Conservation",2003,"BACI","North America","United States",45.4829108,-123.717363,"English","USA","United States",49662.7520549839,"High income","High",0.685447096824646,"historical"
"7918","Terrestrial Mammal Conservation",1984,"CI","North America","Canada",45.104998,-64.656949,"English","CAN","Canada",28762.9722015849,"High income","High",0.913288450241089,"historical"
"7919","Terrestrial Mammal Conservation",2006,"After","North America","United States",46.0971594,-86.4614778,"English","USA","United States",53335.5896950225,"High income","High",0.687957048416138,"historical"
"7920","Terrestrial Mammal Conservation",1995,"BA","Europe","Norway",60.472024,8.468946,"English","NOR","Norway",58380.568466801,"High income","High",0.950053602457047,"historical"
"7921","Terrestrial Mammal Conservation",2011,"CI","North America","United States",46.5100758,-114.7155883,"English","USA","United States",52956.6630340962,"High income","High",0.689221143722534,"historical"
"7922","Terrestrial Mammal Conservation",2004,"CI","North America","Canada",49.6003888,-119.4328604,"English","CAN","Canada",40108.7587456658,"High income","High",0.907533466815948,"historical"
"7923","Terrestrial Mammal Conservation",2005,"CI","North America","Canada",49.6003888,-119.4328604,"English","CAN","Canada",41006.2229523971,"High income","High",0.907230377197266,"historical"
"7924","Terrestrial Mammal Conservation",2006,"CI","North America","Canada",49.6673446,-119.8881772,"English","CAN","Canada",41663.5123057295,"High income","High",0.906920254230499,"historical"
"7927","Terrestrial Mammal Conservation",1996,"BA","North America","United States",28.7925207,-81.4526502,"English","USA","United States",42575.6896936773,"High income","High",0.684409368038177,"historical"
"7927","Reptile Conservation",1996,"BA","North America","United States",28.7925207,-81.4526502,"English","USA","United States",42575.6896936773,"High income","High",0.684409368038177,"historical"
"7928","Terrestrial Mammal Conservation",2012,"CI","Oceania","Australia",-28.0169778,153.1647239,"English","AUS","Australia",55465.4462872577,"High income","High",0.694918692111969,"historical"
"7929","Terrestrial Mammal Conservation",2013,"After","Oceania","Australia",-27.5334673,153.116955,"English","AUS","Australia",55966.1509270561,"High income","High",0.696377575397491,"historical"
"7930","Terrestrial Mammal Conservation",2014,"BA","Oceania","Australia",-28.5507175,153.5364447,"English","AUS","Australia",56571.8062524437,"High income","High",0.696009576320648,"historical"
"7931","Terrestrial Mammal Conservation",1999,"After","North America","United States",46.076243,-94.347992,"English","USA","United States",47004.469017723,"High income","High",0.684965533018112,"historical"
"7932","Terrestrial Mammal Conservation",2016,"After","Oceania","Australia",-42.4174663,147.8670095,"English","AUS","Australia",57632.9995925594,"High income","High",0.696267366409302,"ssp2rcp4p5messageglobiom"
"7933","Terrestrial Mammal Conservation",2013,"BA","Asia","Nepal",28.3102323,81.4278984,"English","NPL","Nepal",801.039060847856,"Lower middle income","Middle",0.766818583011627,"historical"
"7933","Terrestrial Mammal Conservation",2013,"After","Asia","Nepal",28.3102323,81.4278984,"English","NPL","Nepal",801.039060847856,"Lower middle income","Middle",0.766818583011627,"historical"
"7934","Terrestrial Mammal Conservation",2000,"After","North America","United States",44.3075017,-90.1303213,"English","USA","United States",48379.7551705781,"High income","High",0.685150921344757,"historical"
"7935","Terrestrial Mammal Conservation",1979,"CI","North America","United States",44.5434599,-123.45574,"English","USA","United States",31309.0493216525,"High income","High",0.682930517196655,"historical"
"7936","Terrestrial Mammal Conservation",2008,"BA","North America","United States",37.2921894,-103.4469684,"English","USA","United States",53442.7136899777,"High income","High",0.684667885303497,"historical"
"7937","Terrestrial Mammal Conservation",2005,"CI","Oceania","Australia",-30.242137,120.9534527,"English","AUS","Australia",50972.640519744,"High income","High",0.686838686466217,"historical"
"7937","Reptile Conservation",2005,"CI","Oceania","Australia",-30.242137,120.9534527,"English","AUS","Australia",50972.640519744,"High income","High",0.686838686466217,"historical"
"7938","Terrestrial Mammal Conservation",2007,"CI","Oceania","Australia",-30.242137,120.9534527,"English","AUS","Australia",52671.325846724,"High income","High",0.69204968214035,"historical"
"7939","Terrestrial Mammal Conservation",1969,"BA","North America","United States",43.9718274,-74.1848153,"English","USA","United States",25347.7065228137,"High income","High",NA,NA
"7940","Terrestrial Mammal Conservation",2002,"After","North America","United States",34.1665596,-118.8336147,"English","USA","United States",48729.1586442625,"High income","High",0.685816407203674,"historical"
"7941","Terrestrial Mammal Conservation",2010,"CI","North America","United States",44.9410653,-74.8802162,"English","USA","United States",52555.7695134023,"High income","High",0.688368797302246,"historical"
"7942","Terrestrial Mammal Conservation",2016,"After","Europe","Spain",41.4889521,1.4625118,"English","ESP","Spain",26719.2442268615,"High income","High",0.702717542648315,"ssp2rcp4p5messageglobiom"
"7943","Terrestrial Mammal Conservation",2015,"After","Europe","Italy",46.140234,10.6428378,"English","ITA","Italy",30639.8829751432,"High income","High",0.658419787883759,"ssp2rcp4p5messageglobiom"
"7944","Terrestrial Mammal Conservation",2008,"CI","Africa","South Africa",-28.2198305,31.9518652,"English","ZAF","South Africa",6009.71963138635,"Upper middle income","Middle",0.585355520248413,"historical"
"7945","Terrestrial Mammal Conservation",2012,"After","Europe","United Kingdom",52.350901,-2.3118268,"English","GBR","United Kingdom",43136.7006795996,"High income","High",0.418579399585724,"historical"
"7946","Terrestrial Mammal Conservation",1998,"After","North America","United States",33.1768468,-107.0307514,"English","USA","United States",45374.6215189233,"High income","High",0.684780144691467,"historical"
"7947","Terrestrial Mammal Conservation",2013,"CI","Africa","Cameroon",11.3311589,14.6686836,"English","CMR","Cameroon",1347.2130636706,"Lower middle income","Middle",0.856081545352936,"historical"
"7948","Terrestrial Mammal Conservation",1998,"After","Europe","Denmark",56.067596,12.23255,"English","DNK","Denmark",46437.1921069175,"High income","High",0.448061245679856,"historical"
"7949","Terrestrial Mammal Conservation",2004,"BA","Europe","Denmark",56.067596,12.23255,"English","DNK","Denmark",50956.3045398814,"High income","High",0.457302570343018,"historical"
"7950","Terrestrial Mammal Conservation",2009,"CI","North America","United States",34.3058655,-85.2515482,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"7951","Terrestrial Mammal Conservation",2004,"BACI","North America","United States",64.0423257,-147.9822434,"English","USA","United States",51098.5573007417,"High income","High",0.686720550060272,"historical"
"7952","Terrestrial Mammal Conservation",2012,"BA","Oceania","Australia",-20.8498501,144.2002152,"English","AUS","Australia",55465.4462872577,"High income","High",0.694918692111969,"historical"
"7954","Terrestrial Mammal Conservation",2009,"After","Africa","South Africa",-26.3309804,27.3490761,"English","ZAF","South Africa",5847.05811084505,"Upper middle income","Middle",0.585956871509552,"historical"
"7955","Terrestrial Mammal Conservation",2016,"Rand.exp.","Europe","The Netherlands",53.3321889,5.7363101,"English","NLD","Netherlands",46655.0363382039,"High income","High",0.609683811664581,"ssp2rcp4p5messageglobiom"
"7955","Marsh and Swamp Conservation",2016,"Rand.exp.","Europe","The Netherlands",53.3321889,5.7363101,"English","NLD","Netherlands",46655.0363382039,"High income","High",0.609683811664581,"ssp2rcp4p5messageglobiom"
"7956","Terrestrial Mammal Conservation",2005,"After","Europe","The Netherlands",51.4833529,5.4172607,"English","NLD","Netherlands",42411.3453838518,"High income","High",0.581007659435272,"historical"
"7957","Terrestrial Mammal Conservation",2001,"After","Europe","The Netherlands",52.1326515,5.2913756,"English","NLD","Netherlands",41297.3198832208,"High income","High",0.569791257381439,"historical"
"7958","Terrestrial Mammal Conservation",2016,"CI","Asia","India",NA,NA,"English","IND","India",1694.46534973825,"Lower middle income","Middle",0.611116766929626,"ssp2rcp4p5messageglobiom"
"7959","Terrestrial Mammal Conservation",2004,"After","Africa","South Africa",-30.2938835,24.9658353,"English","ZAF","South Africa",5187.35683424034,"Upper middle income","Middle",0.585056722164154,"historical"
"7960","Terrestrial Mammal Conservation",2003,"Rand.exp.","North America","United States",41.5410354,-96.0307414,"English","USA","United States",49662.7520549839,"High income","High",0.685447096824646,"historical"
"7961","Terrestrial Mammal Conservation",2008,"Rand.exp.","North America","United States",44.6542154,-84.6373472,"English","USA","United States",53442.7136899777,"High income","High",0.684667885303497,"historical"
"7962","Terrestrial Mammal Conservation",2009,"CI","North America","United States",41.3725913,-82.6822563,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"7963","Terrestrial Mammal Conservation",2005,"Rand.exp.","North America","United States",40.3772059,-105.5216651,"English","USA","United States",52393.4513113092,"High income","High",0.68662440776825,"historical"
"7964","Terrestrial Mammal Conservation",2013,"CI","Europe","Portugal",38.5987253,-8.635571,"English","PRT","Portugal",18597.7214623964,"High income","High",0.764633119106293,"historical"
"7964","Terrestrial Mammal Conservation",2013,"BACI","Europe","Portugal",38.5987253,-8.635571,"English","PRT","Portugal",18597.7214623964,"High income","High",0.764633119106293,"historical"
"7965","Terrestrial Mammal Conservation",2013,"Rand.exp.","South America","Chile",-36.2808149,-72.5335725,"English","CHL","Chile",13182.7329619856,"High income","High",0.880749106407166,"historical"
"7966","Terrestrial Mammal Conservation",2013,"CI","Europe","France",48.5058976,7.6094727,"English","FRA","France",36256.086680981,"High income","High",0.620408535003662,"historical"
"7968","Terrestrial Mammal Conservation",2000,"CI","North America","United States",47.7494029,-120.7408823,"English","USA","United States",48379.7551705781,"High income","High",0.685150921344757,"historical"
"7968","Terrestrial Mammal Conservation",2000,"Rand.exp.","North America","United States",47.7494029,-120.7408823,"English","USA","United States",48379.7551705781,"High income","High",0.685150921344757,"historical"
"7969","Terrestrial Mammal Conservation",2009,"After","North America","United States",33.9466322,-110.9506636,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"7970","Terrestrial Mammal Conservation",1987,"BACI","North America","United States",34.3872503,-110.616339,"English","USA","United States",36523.4044857245,"High income","High",0.683275759220123,"historical"
"7971","Terrestrial Mammal Conservation",1982,"After","North America","United States",43.1361704,-107.2666396,"English","USA","United States",30546.7587475276,"High income","High",0.683240294456482,"historical"
"7971","Terrestrial Mammal Conservation",1982,"BA","North America","United States",43.1361704,-107.2666396,"English","USA","United States",30546.7587475276,"High income","High",0.683240294456482,"historical"
"7972","Terrestrial Mammal Conservation",2010,"Rand.exp.","North America","United States",41.8525109,-72.6440275,"English","USA","United States",52555.7695134023,"High income","High",0.688368797302246,"historical"
"7973","Terrestrial Mammal Conservation",1986,"After","Oceania","Australia",-34.4495486,116.0510865,"English","AUS","Australia",33755.0847823788,"High income","High",0.687683129310608,"historical"
"7974","Terrestrial Mammal Conservation",1991,"BA","North America","United States",37.7192985,-89.0214294,"English","USA","United States",38449.8815276871,"High income","High",0.683482426404953,"historical"
"7975","Terrestrial Mammal Conservation",2011,"After","Africa","South Africa",-34.0597534,20.4703066,"English","ZAF","South Africa",6067.12482726885,"Upper middle income","Middle",0.598466575145721,"historical"
"7976","Terrestrial Mammal Conservation",2005,"BACI","Africa","South Africa",-33.2510709,21.7582304,"English","ZAF","South Africa",5406.07581377638,"Upper middle income","Middle",0.584885597229004,"historical"
"7977","Terrestrial Mammal Conservation",1985,"After","Europe","United Kingdom",52.63002,1.298963,"English","GBR","United Kingdom",25853.7914666851,"High income","High",0.392102122306824,"historical"
"7978","Terrestrial Mammal Conservation",2005,"After","North America","United States",33.0370098,-92.2039933,"English","USA","United States",52393.4513113092,"High income","High",0.68662440776825,"historical"
"7979","Terrestrial Mammal Conservation",2011,"Rand.exp.","North America","United States",43.0224873,-70.9169503,"English","USA","United States",52956.6630340962,"High income","High",0.689221143722534,"historical"
"7980","Terrestrial Mammal Conservation",2001,"CI","North America","United States",36.7777636,-88.0630671,"English","USA","United States",48361.0167607073,"High income","High",0.684849977493286,"historical"
"7981","Terrestrial Mammal Conservation",2010,"After","Africa","Botswana",-23.8212204,24.3341432,"English","BWA","Botswana",5584.5034321846,"Upper middle income","Middle",0.825737714767456,"historical"
"7982","Terrestrial Mammal Conservation",2015,"CI","Africa","Namibia",-20.5486916,17.668887,"English","NAM","Namibia",4774.10650865775,"Upper middle income","Middle",0.770433723926544,"ssp2rcp4p5messageglobiom"
"7983","Terrestrial Mammal Conservation",2014,"BA","Africa","Namibia",-22.3833706,17.4204379,"English","NAM","Namibia",4701.95694189098,"Upper middle income","Middle",0.769852697849274,"historical"
"7984","Terrestrial Mammal Conservation",2017,"After","Oceania","Australia",-29.9002564,136.4096463,"English","AUS","Australia",57991.771347333,"High income","High",0.696355402469635,"ssp2rcp4p5messageglobiom"
"7985","Terrestrial Mammal Conservation",2011,"After","Oceania","Australia",-17.108792,145.6028314,"English","AUS","Australia",54296.2321324814,"High income","High",0.693440496921539,"historical"
"7986","Terrestrial Mammal Conservation",2005,"BA","North America","United States",44.4620852,-110.6424411,"English","USA","United States",52393.4513113092,"High income","High",0.68662440776825,"historical"
"7987","Terrestrial Mammal Conservation",2011,"BA","North America","United States",44.4620852,-110.6424411,"English","USA","United States",52956.6630340962,"High income","High",0.689221143722534,"historical"
"7988","Terrestrial Mammal Conservation",2011,"After","North America","United States",40.3867251,-111.6441444,"English","USA","United States",52956.6630340962,"High income","High",0.689221143722534,"historical"
"7989","Terrestrial Mammal Conservation",2014,"After","North America","United States",47.5514926,-101.0020119,"English","USA","United States",55394.4510435329,"High income","High",0.688019990921021,"historical"
"7990","Terrestrial Mammal Conservation",1984,"Rand.exp.","North America","United States",34.9876888,-100.893219,"English","USA","United States",33654.3079300258,"High income","High",0.683254480361938,"historical"
"7991","Terrestrial Mammal Conservation",2016,"Rand.exp.","Asia","Sri Lanka",6.4384046,80.8886605,"English","LKA","Sri Lanka",4214.74117992085,"Lower middle income","Middle",0.652760446071625,"ssp2rcp4p5messageglobiom"
"7992","Terrestrial Mammal Conservation",2015,"Rand.exp.","North America","United States",44.4478866,-74.9369911,"English","USA","United States",56572.9188996063,"High income","High",0.690962076187134,"ssp2rcp4p5messageglobiom"
"7993","Terrestrial Mammal Conservation",1993,"CI","Europe","United Kingdom",50.2656156,-3.7801561,"English","GBR","United Kingdom",30862.4118121654,"High income","High",0.406057596206665,"historical"
"7994","Terrestrial Mammal Conservation",1986,"BA","Europe","United Kingdom",51.1783846,-0.8537329,"English","GBR","United Kingdom",26828.9203252802,"High income","High",0.393079614639282,"historical"
"7995","Terrestrial Mammal Conservation",2010,"BACI","North America","United States",32.3864725,-112.8728262,"English","USA","United States",52555.7695134023,"High income","High",0.688368797302246,"historical"
"7996","Terrestrial Mammal Conservation",2009,"After","Africa","South Africa",-29.4756222,30.239397,"English","ZAF","South Africa",5847.05811084505,"Upper middle income","Middle",0.585956871509552,"historical"
"7997","Terrestrial Mammal Conservation",1998,"After","Oceania","Australia",-38.3183294,142.3637695,"English","AUS","Australia",43081.7201718179,"High income","High",0.686790800094604,"historical"
"7998","Terrestrial Mammal Conservation",1988,"CI","North America","United States",39.3487969,-111.2606554,"English","USA","United States",37705.0600397471,"High income","High",0.683282852172851,"historical"
"7999","Terrestrial Mammal Conservation",2003,"After","Europe","United Kingdom",55.3779588,-3.435946,"English","GBR","United Kingdom",41706.8303930126,"High income","High",0.428519397974014,"historical"
"8000","Terrestrial Mammal Conservation",2008,"CI","Oceania","Australia",-27.5423379,153.470465,"English","AUS","Australia",53497.275355342,"High income","High",0.693712592124939,"historical"
"8001","Terrestrial Mammal Conservation",2011,"After","Asia","Saudi Arabia",22.2513031,41.850142,"English","SAU","Saudi Arabia",23314.5576023168,"High income","High",0.690256476402283,"historical"
"8002","Terrestrial Mammal Conservation",2014,"BA","Asia","China, P.R.",42.268371,86.863963,"English","CHN","China",7686.57792954381,"Upper middle income","Middle",0.634361147880554,"historical"
"8003","Terrestrial Mammal Conservation",2016,"CI","Asia","Malaysia",5.1978735,101.3980264,"English","MYS","Malaysia",9901.47960179812,"Upper middle income","Middle",0.78271758556366,"ssp2rcp4p5messageglobiom"
"8004","Terrestrial Mammal Conservation",2011,"BA","North America","United States",35.6944147,-83.4643551,"English","USA","United States",52956.6630340962,"High income","High",0.689221143722534,"historical"
"8005","Terrestrial Mammal Conservation",2015,"BACI","Africa","South Africa",-25.2293769,27.0323305,"English","ZAF","South Africa",6112.27382485974,"Upper middle income","Middle",0.616960406303406,"ssp2rcp4p5messageglobiom"
"8006","Terrestrial Mammal Conservation",2015,"CI","Oceania","Australia",-34.3005485,116.4554113,"English","AUS","Australia",56970.3613028094,"High income","High",0.696203231811523,"ssp2rcp4p5messageglobiom"
"8007","Terrestrial Mammal Conservation",2017,"After","Asia","China, P.R.",32.9921413,120.8123352,"English","CHN","China",9221.51403820573,"Upper middle income","Middle",0.636061728000641,"ssp2rcp4p5messageglobiom"
"8008","Terrestrial Mammal Conservation",1986,"CI","North America","United States",44.2967372,-85.6229296,"English","USA","United States",35620.759359254,"High income","High",0.683268666267395,"historical"
"8009","Terrestrial Mammal Conservation",2014,"CI","North America","Mexico",18.8518365,-100.4210956,"English","MEX","Mexico",9862.48125444199,"Upper middle income","Middle",0.74075311422348,"historical"
"8010","Terrestrial Mammal Conservation",2011,"CI","Europe","Switzerland",46.818188,8.227512,"English","CHE","Switzerland",81874.3362425008,"High income","High",0.641256093978882,"historical"
"8011","Terrestrial Mammal Conservation",2016,"After","Europe","Poland",49.1179491,22.7029486,"English","POL","Poland",13026.1858988718,"High income","High",0.729101777076721,"ssp2rcp4p5messageglobiom"
"8016","Terrestrial Mammal Conservation",1986,"CI","Africa","South Africa",-23.8214244,31.4456179,"English","ZAF","South Africa",4712.81869464239,"Upper middle income","Middle",0.606902134418487,"historical"
"8017","Terrestrial Mammal Conservation",2017,"CI","Asia","Tajikistan",38.8621491,71.2874209,"English","TJK","Tajikistan",1042.26391757642,"Lower middle income","Middle",0.780278146266937,"ssp2rcp4p5messageglobiom"
