"study.ID","synopsis","year","study.design.grouped","continent","country","lat","long"
"8030","Terrestrial Mammal Conservation",2010,"After","Europe","The Netherlands",52.7260165,5.9621294
"8032","Terrestrial Mammal Conservation",2010,"Rand.exp.","North America","United States",45.2788349,-92.9852625
"8032","Terrestrial Mammal Conservation",2010,"Rand.exp.","North America","United States",45.2788349,-92.9852625
"8033","Terrestrial Mammal Conservation",2006,"After","North America","Canada",46.4918654,-80.9928707
"8034","Terrestrial Mammal Conservation",2001,"After","Oceania","Australia",-20.9596491,116.6081653
"8035","Terrestrial Mammal Conservation",2003,"After","North America","United States",44.1269889,-73.8585909
"8036","Terrestrial Mammal Conservation",2016,"Rand.exp.","North America","United States",43.794365,-85.85334
"8037","Terrestrial Mammal Conservation",2008,"After","North America","United States",29.502976,-91.443469
"8038","Terrestrial Mammal Conservation",2001,"BA","Europe","Spain",38.1589742,-2.7410821
"8038","Terrestrial Mammal Conservation",2001,"BACI","Europe","Spain",38.1589742,-2.7410821
"8039","Terrestrial Mammal Conservation",2017,"BACI","North America","Canada",47.6819192,-58.3960873
"8040","Terrestrial Mammal Conservation",2017,"After","Asia","China, P.R.",29.2500425,103.2762997
"8041","Terrestrial Mammal Conservation",2017,"After","Oceania","Australia",-34.8889118,148.217937
"8042","Terrestrial Mammal Conservation",2003,"After","Oceania","Australia",-37.8142646,145.8011261
"8043","Terrestrial Mammal Conservation",2017,"CI","Oceania","Australia",-34.6386114,148.0244935
"8044","Terrestrial Mammal Conservation",1984,"After","North America","United States",38.6341718,-106.5776111
"8045","Terrestrial Mammal Conservation",1982,"BA","North America","United States",47.5514926,-101.0020119
"8045","Terrestrial Mammal Conservation",1982,"CI","North America","United States",47.5514926,-101.0020119
"8046","Terrestrial Mammal Conservation",2010,"After","Europe","Norway",60.472024,8.468946
"8047","Terrestrial Mammal Conservation",2014,"After","Europe","Slovakia",48.6043896,16.9486817
"8048","Terrestrial Mammal Conservation",2005,"After","Oceania","Australia",-37.8136276,144.9630576
"8049","Terrestrial Mammal Conservation",2010,"CI","Europe","Spain",37.0745664,-6.5356449
"8050","Terrestrial Mammal Conservation",2011,"After","Europe","Portugal",38.1533415,-7.4316032
"8051","Terrestrial Mammal Conservation",2016,"CI","North America","Mexico",16.2272464,-94.9596428
"8052","Terrestrial Mammal Conservation",2012,"After","Oceania","Australia",-35.7749702,137.2149586
"8053","Terrestrial Mammal Conservation",2014,"CI","Europe","Spain",37.0745664,-6.5356449
"8054","Terrestrial Mammal Conservation",2009,"After","North America","United States",41.6817926,-111.8232524
"8055","Terrestrial Mammal Conservation",2010,"Rand.exp.","North America","United States",46.051645,-84.3714699
"8056","Terrestrial Mammal Conservation",1983,"Rand.exp.","North America","United States",46.1110365,-90.7633816
"8057","Terrestrial Mammal Conservation",2010,"After","Europe","Italy",46.051198,11.117213
"8058","Terrestrial Mammal Conservation",1978,"BACI","North America","United States",43.2385756,-124.1032096
"8059","Terrestrial Mammal Conservation",1986,"After","Oceania","Australia",-38.6863848,145.7990497
"8060","Terrestrial Mammal Conservation",2015,"After","South America","Argentina",-28.6599926,-57.4355715
"8061","Terrestrial Mammal Conservation",2007,"After","North America","United States",37.4314405,-78.6559705
"8061","Reptile Conservation",2007,"After","North America","United States",37.4314405,-78.6559705
"8062","Terrestrial Mammal Conservation",1980,"BA","North America","Canada",53.5697249,-116.5811838
"8063","Terrestrial Mammal Conservation",2004,"BA","Africa","South Africa",-24.2191867,30.6323838
"8064","Terrestrial Mammal Conservation",2015,"After","Asia","India",26.6806135,90.9969451
"8065","Terrestrial Mammal Conservation",1980,"After","North America","United States",34.7190908,-118.2526623
"8066","Terrestrial Mammal Conservation",2008,"After","Europe","Spain",42.2992103,2.9779385
"8067","Terrestrial Mammal Conservation",2017,"After","North America","Canada",51.1856477,-115.5910319
"8068","Terrestrial Mammal Conservation",1984,"After","North America","United States",47.7532191,-91.5129025
"8069","Terrestrial Mammal Conservation",2003,"CI","North America","United States",34.2903613,-85.1891991
"8070","Terrestrial Mammal Conservation",1994,"After","North America","United States",44.4620852,-110.6424411
"8071","Terrestrial Mammal Conservation",2004,"CI","North America","United States",41.5547424,-96.1295623
"8072","Terrestrial Mammal Conservation",2004,"CI","North America","United States",41.5181855,-96.0146669
"8073","Terrestrial Mammal Conservation",2007,"After","Oceania","Australia",-28.4916657,152.7442397
"8074","Terrestrial Mammal Conservation",2013,"After","Oceania","Australia",-32.6318651,151.9172246
"8075","Terrestrial Mammal Conservation",2017,"After","Oceania","Australia",-28.8179436,153.2975971
"8076","Terrestrial Mammal Conservation",2011,"After","Oceania","Australia",-21.1837718,149.0492755
"8077","Terrestrial Mammal Conservation",2017,"CI","Africa","Guinea-Bissau",11.1325584,-16.0169971
"8078","Terrestrial Mammal Conservation",2008,"BACI","Africa","Kenya",0.1025557,36.7555413
"8079","Terrestrial Mammal Conservation",1998,"CI","North America","United States",46.9361377,-98.9965153
"8080","Terrestrial Mammal Conservation",2017,"After","South America","Peru",-12.0803324,-72.8988069
"8081","Terrestrial Mammal Conservation",2017,"After","Oceania","Australia",-38.3483422,145.3365551
"8082","Terrestrial Mammal Conservation",2014,"BA","Europe","Spain",39.2521387,-6.7065914
"8083","Terrestrial Mammal Conservation",2015,"BA","North America","United States",45.8394217,-96.0686836
"8084","Terrestrial Mammal Conservation",1990,"After","North America","United States",44.5599773,-110.3230582
"8085","Terrestrial Mammal Conservation",1974,"BACI","North America","United States",37.0910199,-95.7109427
"8086","Terrestrial Mammal Conservation",2017,"After","Africa","Tanzania",-3.9148849,35.8117278
"8087","Terrestrial Mammal Conservation",2005,"After","Oceania","Australia",-37.8136276,144.9630576
"8088","Terrestrial Mammal Conservation",2007,"Rand.exp.","South America","Ecuador",-0.2619879,-90.6393702
"8089","Terrestrial Mammal Conservation",2005,"After","Oceania","Australia",-34.6762027,150.700941
"8090","Terrestrial Mammal Conservation",2009,"Rand.exp.","North America","United States",44.2967372,-85.6229296
"8092","Terrestrial Mammal Conservation",2003,"CI","Oceania","Australia",-31.9019543,116.1686026
"8093","Terrestrial Mammal Conservation",2017,"CI","Africa","Tanzania",-7.7863467,36.3768798
"8094","Terrestrial Mammal Conservation",1998,"After","North America","United States",63.8697384,-149.021511
"8095","Terrestrial Mammal Conservation",1998,"After","Africa","South Africa",-25.2293769,27.0323305
"8096","Terrestrial Mammal Conservation",1983,"BA","North America","United States",40.573031,-105.0870922
"8098","Terrestrial Mammal Conservation",2014,"After","Asia","Saudi Arabia",22.2513031,41.850142
"8099","Terrestrial Mammal Conservation",2008,"BACI","Africa","Ghana",8.0445086,-1.2891036
"8100","Terrestrial Mammal Conservation",2007,"BACI","Oceania","Australia",-42.9469147,147.9161621
"8101","Terrestrial Mammal Conservation",1985,"After","North America","United States",48.7977362,-113.6713418
"8102","Terrestrial Mammal Conservation",2013,"BACI","North America","United States",48.0281564,-107.957781
"8104","Terrestrial Mammal Conservation",2010,"After","North America","United States",36.4495198,-118.7198004
"8105","Terrestrial Mammal Conservation",1991,"BA","North America","United States",61.2181185,-149.9004748
"8106","Terrestrial Mammal Conservation",2015,"BA","Africa","South Africa",-31.8960015,26.8706804
"8107","Terrestrial Mammal Conservation",2007,"After","North America","United States",40.0149136,-105.2704803
"8108","Terrestrial Mammal Conservation",1984,"After","Oceania","Australia",-37.7496968,147.4153763
"8109","Terrestrial Mammal Conservation",2017,"CI","Oceania","Australia",-32.5286789,116.2227543
"8110","Terrestrial Mammal Conservation",1987,"After","North America","Canada",58.7683974,-94.1644983
"8111","Terrestrial Mammal Conservation",1982,"After","North America","United States",61.9858546,-149.4647533
"8112","Terrestrial Mammal Conservation",2003,"After","North America","Canada",53.5697249,-116.5811838
"8113","Terrestrial Mammal Conservation",2011,"After","Oceania","Australia",-37.2036844,142.4490376
"8114","Terrestrial Mammal Conservation",2013,"Rand.exp.","North America","United States",35.3846537,-77.9928297
"8115","Terrestrial Mammal Conservation",2017,"BA","North America","Canada",50.1833901,-113.6554592
"8116","Terrestrial Mammal Conservation",2012,"CI","Oceania","Australia",-30.3974916,136.9257784
"8117","Terrestrial Mammal Conservation",2015,"After","North America","United States",33.9531094,-117.3961793
"8118","Terrestrial Mammal Conservation",2003,"BA","North America","Canada",53.5697249,-116.5811838
"8119","Terrestrial Mammal Conservation",1988,"BA","North America","United States",43.8041334,-120.5542012
"8120","Terrestrial Mammal Conservation",2003,"CI","North America","United States",47.0378741,-122.9006951
"8121","Terrestrial Mammal Conservation",2000,"After","Africa","Namibia",-17.8492403,22.9790968
"8121","Terrestrial Mammal Conservation",2000,"BA","Africa","Namibia",-17.8492403,22.9790968
"8122","Terrestrial Mammal Conservation",2003,"CI","Africa","Kenya",0.0977612,37.0326588
"8123","Terrestrial Mammal Conservation",1981,"CI","North America","United States",39.8176306,-108.147195
"8124","Terrestrial Mammal Conservation",2002,"After","Africa","Zimbabwe",-16.2511696,30.6199895
"8125","Terrestrial Mammal Conservation",1995,"After","Africa","Zimbabwe",-19.124054,26.59259
"8126","Terrestrial Mammal Conservation",2015,"CI","North America","United States",44.9462595,-83.5950544
"8127","Terrestrial Mammal Conservation",2017,"After","Europe","Spain",43.26315,-3.50215
"8128","Terrestrial Mammal Conservation",2009,"After","Europe","Germany",49.4237838,7.0242828
"8129","Terrestrial Mammal Conservation",1982,"After","North America","United States",47.5514926,-101.0020119
"8130","Terrestrial Mammal Conservation",2003,"After","North America","United States",35.791969,-75.8729856
"8131","Terrestrial Mammal Conservation",2017,"CI","Europe","Portugal",41.7292416,-8.1626407
"8132","Terrestrial Mammal Conservation",1982,"CI","North America","United States",38.3337024,-110.8076084
"8133","Terrestrial Mammal Conservation",2012,"CI","Europe","Romania",44.9939057,24.0075006
"8134","Terrestrial Mammal Conservation",2001,"After","Oceania","Australia",-26.5888103,145.0175722
"8135","Terrestrial Mammal Conservation",1996,"CI","North America","United States",35.7775983,-82.4548667
"8136","Terrestrial Mammal Conservation",2009,"After","Europe","Italy",45.4396053,8.8161694
"8137","Terrestrial Mammal Conservation",1998,"After","Africa","Zimbabwe",-16.779398,28.8596804
"8138","Terrestrial Mammal Conservation",1994,"BACI","North America","United States",28.1216849,-97.4431736
"8139","Terrestrial Mammal Conservation",2014,"After","Oceania","Australia",-31.0448948,150.1198358
"8140","Terrestrial Mammal Conservation",1981,"CI","North America","United States",37.6138763,-98.5017685
"8141","Terrestrial Mammal Conservation",2004,"BACI","North America","United States",43.009904,-85.520006
"8142","Terrestrial Mammal Conservation",1984,"After","North America","United States",46.7300153,-94.6829763
"8143","Terrestrial Mammal Conservation",1995,"After","North America","Canada",53.5697249,-116.5811838
"8144","Terrestrial Mammal Conservation",2011,"CI","Europe","Spain",37.91584,-5.8180517
"8145","Terrestrial Mammal Conservation",1998,"After","North America","United States",37.0877935,-105.2609506
"8146","Terrestrial Mammal Conservation",2005,"CI","Europe","Denmark",56.488904,9.824777
"8147","Terrestrial Mammal Conservation",2017,"BA","Africa","Cameroon",8.0990848,12.989615
"8148","Terrestrial Mammal Conservation",2017,"After","Oceania","Australia",-36.4052639,148.4095831
"8149","Terrestrial Mammal Conservation",2011,"BA","Oceania","Australia",-37.2237827,142.1140597
"8150","Terrestrial Mammal Conservation",2017,"After","Africa","Zimbabwe",-18.7759616,29.2320784
"8151","Terrestrial Mammal Conservation",2000,"CI","North America","United States",39.3487969,-111.2606554
"8152","Terrestrial Mammal Conservation",2011,"After","North America","United States",45.7806561,-91.8270162
"8153","Terrestrial Mammal Conservation",2011,"After","North America","United States",28.1216849,-97.4431736
"8154","Terrestrial Mammal Conservation",2014,"After","Oceania","Australia",-31.9815161,118.4166022
"8155","Terrestrial Mammal Conservation",2015,"After","Oceania","Australia",-31.9815161,118.4166022
"8156","Terrestrial Mammal Conservation",2000,"After","Oceania","Australia",-26.1054764,113.3956434
"8157","Terrestrial Mammal Conservation",1996,"CI","Europe","Sweden",58.7661531,16.9832866
"8158","Terrestrial Mammal Conservation",1997,"After","Europe","Sweden",59.0371461,16.8143274
"8159","Terrestrial Mammal Conservation",2001,"After","North America","United States",48.5250473,-112.5703645
"8160","Terrestrial Mammal Conservation",2017,"After","Oceania","Australia",-36.7429216,145.6084919
"8161","Terrestrial Mammal Conservation",2017,"After","North America","United States",39.0457549,-76.6412712
"8162","Terrestrial Mammal Conservation",2017,"Rand.exp.","Europe","Norway",62.8048529,11.1951856
"8163","Terrestrial Mammal Conservation",1997,"After","North America","United States",35.8338728,-83.0003168
"8164","Terrestrial Mammal Conservation",1948,"After","North America","United States",43.3522149,-84.1224036
"8165","Terrestrial Mammal Conservation",1993,"CI","North America","Canada",50.3262365,-118.6578961
"8166","Terrestrial Mammal Conservation",1988,"Rand.exp.","North America","Canada",50.220024,-119.212193
"8167","Terrestrial Mammal Conservation",2017,"CI","North America","Canada",49.6673446,-119.8881772
"8168","Terrestrial Mammal Conservation",1983,"After","Oceania","Australia",-38.3183294,142.3637695
"8171","Terrestrial Mammal Conservation",2002,"After","Oceania","Australia",-26.1054764,113.3956434
"8173","Terrestrial Mammal Conservation",2003,"After","Europe","Austria",47.3592731,14.47014
"8174","Terrestrial Mammal Conservation",2017,"After","Europe","United Kingdom",52.4171125,-3.499862
"8175","Terrestrial Mammal Conservation",2015,"BACI","North America","United States",38.9325805,-119.9732314
"8176","Terrestrial Mammal Conservation",2005,"Rand.exp.","Europe","United Kingdom",55.3779588,-3.435946
"8176","Bird Conservation",2005,"Rand.exp.","Europe","United Kingdom",55.3779588,-3.435946
"8177","Terrestrial Mammal Conservation",2017,"After","Europe","Poland",49.3841609,22.3723287
"8179","Terrestrial Mammal Conservation",2013,"After","South America","Brazil",-30.2211014,-51.0943035
"8180","Terrestrial Mammal Conservation",1997,"CI","North America","United States",33.8008042,-116.4849256
"8194","Marine Fish Conservation",2010,"CI","Oceania","Papua New Guinea",-4.612,146.165
"8195","Marine Fish Conservation",2006,"BACI","Europe","United Kingdom",56.181043,-1.957981
"8197","Marine Fish Conservation",1999,"BA","Europe","Norway",70.9933526,26.3881929
"8202","Marine Fish Conservation",2008,"CI","North America","United States",42.856,-70.142
"8203","Marine Fish Conservation",2013,"CI","Oceania","Australia",-33.909634,151.271044
"8205","Marine Fish Conservation",2016,"CI","North America","Canada",49.306678,-127.78359
"8206","Marine Fish Conservation",2010,"CI","Europe","Iceland",66.466928,-21.063429
"8207","Marine Fish Conservation",2001,"CI","Europe","France",42.452322,3.221877
"8208","Marine Fish Conservation",2013,"CI","Africa","South Africa",-31.486654,29.831964
"8209","Marine Fish Conservation",2015,"CI","Europe","France",NA,NA
"8211","Marine Fish Conservation",2016,"CI","North America","United States",43.456348,-68.452407
"8222","Marine Fish Conservation",2011,"BACI","Europe","United Kingdom",59.66731667,-1.733066667
"8223","Marine Fish Conservation",2013,"After","North America","Canada",48.1386975,-59.3909908
"8224","Marine Fish Conservation",2014,"CI","Oceania","Micronesia",7.35,134.5972518
"8225","Marine Fish Conservation",2015,"BACI","Europe","United Kingdom",57,-7
"8226","Marine Fish Conservation",2015,"BA","Europe","Spain",38.740168,0.597096
"8227","Marsh and Swamp Conservation",2012,"CI","Europe","Germany",54.599514,8.818259
"8227","Butterfly and Moth Conservation",2012,"CI","Europe","Germany",54.599514,8.818259
"8228","Marine Fish Conservation",2008,"CI","Europe","Spain",42.0462773,3.2216094
"8229","Marine Fish Conservation",2008,"BACI","Oceania","Australia",-34.006126,151.1651822
"8230","Marine Fish Conservation",2010,"CI","Europe","Iceland",66.787268,-22.74983
"8231","Marine Fish Conservation",2012,"CI","Africa","NA",-26.905564,33.541596
"8232","Marine Fish Conservation",2013,"BACI","North America","United States",24.593106,-82.839361
"8233","Marine Fish Conservation",2013,"BA","Asia","China, P.R.",22.335923,113.782859
"8234","Marine Fish Conservation",2015,"CI","Africa","South Africa",-34.392116,18.913122
"8235","Marine Fish Conservation",2016,"CI","Oceania","Australia",-30.305748,153.1454
"8236","Marine Fish Conservation",2008,"BA","Europe","Italy",38.112786,12.924371
"8237","Marine Fish Conservation",2000,"BACI","North America","Canada",43.5,-62
"8238","Marine Fish Conservation",2010,"BACI","Africa","Kenya",-4.085982,39.690849
"8239","Marine Fish Conservation",2003,"CI","Oceania","Australia",-14.007525,136.107606
"8240","Marine Fish Conservation",2009,"CI","Europe","Italy",38.112786,12.924371
"8241","Marine Fish Conservation",2008,"CI","North America","United States",NA,NA
"8242","Marine Fish Conservation",2011,"CI","Europe","Italy",44.312938,9.172416
"8243","Marine Fish Conservation",2013,"CI","Africa","South Africa",-31.521294,29.809459
"8244","Marine Fish Conservation",2015,"After","Africa","South Africa",-27.923433,32.598982
"8244","Marine Fish Conservation",2015,"CI","Africa","South Africa",-27.923433,32.598982
"8245","Marine Fish Conservation",2009,"CI","Africa","South Africa",-33.049033,18.010547
"8246","Marine Fish Conservation",2015,"CI","Oceania","Australia",-18.674747,146.944741
"8247","Marine Fish Conservation",2016,"CI","Asia","Philippines",13.459747,123.883136
"8248","Marine Fish Conservation",2017,"CI","Asia","Philippines",-14.204121,144.937652
"8249","Marine Fish Conservation",2000,"CI","Oceania","New Zealand",-41.137598,174.259813
"8250","Marine Fish Conservation",2002,"CI","Africa","South Africa",-34.034602,23.878217
"8251","Marine Fish Conservation",2010,"CI","Europe","Spain",39.132833,2.908757
"8252","Marine Fish Conservation",2013,"CI","Africa","South Africa",-33.069207,18.008589
"8253","Marine Fish Conservation",2001,"BACI","Oceania","New Zealand",-41.113868,174.280061
"8254","Marine Fish Conservation",2004,"CI","Oceania","Australia",-20.146222,148.981085
"8255","Marine Fish Conservation",2008,"CI","South America","Brazil",-17.696918,-39.037679
"8256","Marine Fish Conservation",2006,"CI","South America","Brazil",-3.869239,-33.809826
"8257","Marine Fish Conservation",2017,"CI","Oceania","Australia",-27.292927,153.201336
"8258","Marine Fish Conservation",2003,"CI","Oceania","Australia",-20.088778,148.743864
"8260","Marine Fish Conservation",2005,"CI","Europe","Italy",45.7017975,13.7140589
"8260","Biodiversity of Marine Artificial Structures",2005,"CI","Europe","Italy",45.7017975,13.7140589
"8261","Marine Fish Conservation",2005,"CI","Europe","Italy",45.7017975,13.7140589
"8261","Biodiversity of Marine Artificial Structures",2005,"CI","Europe","Italy",45.7017975,13.7140589
"8262","Marine Fish Conservation",2017,"CI","Europe","Norway",60.08661,5.255483
"8263","Marine Fish Conservation",2016,"CI","Europe","United Kingdom",21.53677,-71.520502
"8264","Marine Fish Conservation",2018,"CI","Oceania","Australia",-20.9175738,153.44811
"8265","Marine Fish Conservation",2014,"CI","Oceania","Vanuatu",-17.466854,168.393175
"8266","Marine Fish Conservation",2015,"CI","Oceania","Papua New Guinea",-8.606374,144.557698
"8267","Marine Fish Conservation",2016,"CI","Africa","Madagascar",-23.403342,43.648814
"8268","Marine Fish Conservation",2007,"CI","North America","United States",24.62923,-81.36304
"8269","Marine Fish Conservation",2014,"CI","North America","Puerto Rico",18.098174,-67.942339
"8270","Marine Fish Conservation",2011,"CI","Africa","Kenya",-4.035236,39.735504
"8271","Marine Fish Conservation",2008,"CI","Africa","Kenya",-4.017427,39.824768
"8272","Marine Fish Conservation",2015,"CI","NA","NA",NA,NA
"8273","Marine Fish Conservation",2010,"CI","Africa","Kenya",-4.336886,39.60751
"8274","Marine Fish Conservation",2011,"BACI","North America","Belize",16.796693,-87.789946
"8275","Marine Fish Conservation",2006,"CI","Africa","Kenya",-4.713198,39.322701
"8275","Marine Fish Conservation",2006,"BA","Africa","Kenya",-4.713198,39.322701
"8276","Marine Fish Conservation",1999,"CI","Africa","Tanzania",-5.11916,39.1418
"8277","Marine Fish Conservation",2009,"CI","Africa","Tanzania",-6.380142,39.248511
"8278","Marine Fish Conservation",2011,"CI","Oceania","Australia",-33.824069,151.3014076
"8280","Marine Fish Conservation",2012,"CI","Oceania","Australia",-21.120749,150.366179
"8282","Marine Fish Conservation",2015,"CI","Asia","Philippines",9.481732,123.813305
"8283","Marine Fish Conservation",2012,"CI","Oceania","Australia",-27.477335,153.346841
"8284","Marine Fish Conservation",2014,"CI","Oceania","Solomon Islands",-8.372442,157.326606
"8285","Marine Fish Conservation",2012,"CI","Oceania","Australia",-27.477335,153.346841
"8286","Marine Fish Conservation",2013,"CI","Europe","Italy",36.998984,15.331321
"8287","Marine Fish Conservation",2009,"BACI","Oceania","New Caledonia",-22.431713,166.335236
"8288","Marine Fish Conservation",2009,"CI","Europe","France",43.44978,6.924477
"8289","Marine Fish Conservation",2008,"CI","Europe","France",43.44978,6.924477
"8290","Marine Fish Conservation",2016,"After","Oceania","Australia",-22.636735,113.610636
"8291","Marine Fish Conservation",2009,"CI","Europe","Spain",42.046151,3.225904
"8292","Marine Fish Conservation",2012,"CI","Europe","Spain",40.93054,3.345304
"8293","Marine Fish Conservation",1996,"CI","Africa","Kenya",-4.716062,39.339831
"8294","Marine Fish Conservation",2017,"BA","Oceania","Tonga",-20.041378,-174.684849
"8294","Marine Fish Conservation",2017,"After","Oceania","Tonga",-20.041378,-174.684849
"8295","Marine Fish Conservation",2004,"CI","North America","United States",21.443519,-157.795826
"8296","Marine Fish Conservation",2015,"After","North America","Costa Rica",5.555845,-87.065589
"8297","Marine Fish Conservation",2004,"BACI","Oceania","Australia",-20.207451,148.90315
"8298","Marine Fish Conservation",2006,"CI","Asia","Philippines",9.29087,123.503869
"8299","Marine Fish Conservation",2013,"BACI","South America","Argentina",-44.060251,-64.569623
"8300","Marine Fish Conservation",2017,"CI","Europe","Italy",40.61411,14.330164
"8301","Marine Fish Conservation",2014,"CI","Asia","Indonesia",-5.797267,110.421578
"8302","Marine Fish Conservation",2007,"CI","Europe","Italy",42.252963,11.091948
"8303","Marine Fish Conservation",2009,"CI","Europe","France",-22.335327,166.319653
"8304","Marine Fish Conservation",2017,"CI","Asia","Malaysia",6.525068,117.908155
"8305","Marine Fish Conservation",2011,"CI","Europe","Spain",28.512887,-16.669191
"8307","Marine Fish Conservation",2017,"CI","North America","United States",5.8625332,-162.064311
"8308","Marine Fish Conservation",2012,"CI","Oceania","Australia",-22.627359,113.62101
"8309","Marine Fish Conservation",2007,"CI","Asia","Philippines",10.181632,124.05696
"8310","Butterfly and Moth Conservation",2013,"CI","Europe","Germany",54.326351,8.859726
"8310","Marsh and Swamp Conservation",2013,"CI","Europe","Germany",54.326351,8.859726
"8311","Marine Fish Conservation",2009,"CI","North America","Puerto Rico",18.307584,-65.324107
"8313","Marine Fish Conservation",2005,"CI","Africa","Tanzania",-7.980821,39.528626
"8314","Marine Fish Conservation",2015,"BACI","Europe","Norway",58.4262293,8.7546466
"8315","Marine Fish Conservation",2010,"CI","Europe","Italy",40.7155627,17.7962918
"8316","Marine Fish Conservation",2009,"CI","North America","United States",18.285473,-64.719616
"8317","Marine Fish Conservation",2012,"After","Oceania","Australia",-19.205978,146.842399
"8318","Marine Fish Conservation",2009,"CI","North America","United States",21.338498,-155.277974
"8319","Marine Fish Conservation",2010,"After","North America","United States",NA,NA
"8320","Marine Fish Conservation",2011,"CI","South America","Brazil",-6.386879,-34.469316
"8320","Marine Fish Conservation",2011,"CI","South America","Brazil",-6.386879,-34.469316
"8321","Marine Fish Conservation",2016,"CI","Oceania","Australia",-31.006325,156.00678
"8322","Marine Fish Conservation",2015,"CI","Oceania","Australia",-29.496749,153.312137
"8322","Marine Fish Conservation",2015,"CI","Oceania","Australia",-29.496749,153.312137
"8323","Marine Fish Conservation",1990,"CI","NA","NA",73.606728,24.617633
"8324","Marine Fish Conservation",1990,"CI","Europe","The Netherlands",51.826947,3.160772
"8325","Marine Fish Conservation",2017,"CI","Europe","The Netherlands",52.247222,2.970657
"8326","Marine Fish Conservation",2002,"CI","Europe","Norway",57.707329,7.174623
"8326","Marine Fish Conservation",2002,"After","Europe","Norway",57.707329,7.174623
"8327","Marine Fish Conservation",2005,"After","Europe","Spain",43.727466,-4.586829
"8328","Marine Fish Conservation",2018,"After","North America","Canada",52.549887,-130.128018
"8329","Marine Fish Conservation",2018,"After","Oceania","Australia",-14.687373,145.443696
"8330","Marine Fish Conservation",2013,"After","North America","United States",42.630126,-69.636841
"8331","Marine Fish Conservation",2014,"After","Oceania","Australia",-25.926751,153.28016
"8332","Marine Fish Conservation",2014,"After","North America","Canada",45.141803,-53.342611
"8333","Marine Fish Conservation",2014,"After","North America","United States",44.87174,-125.519066
"8334","Marine Fish Conservation",2017,"After","Oceania","New Zealand",-35.590852,174.879849
"8335","Marine Fish Conservation",2016,"After","Africa","NA",2.903048,4.279225
"8336","Marine Fish Conservation",2015,"BA","North America","Canada",55.292023,-157.225399
"8337","Marine Fish Conservation",2015,"CI","North America","United States",45.065803,-124.173906
"8338","Marine Fish Conservation",2018,"CI","Europe","Norway",75.5,30.16666667
"8339","Marine Fish Conservation",2008,"Rand.exp.","North America","United States",59.6365,-151.343309
"8340","Marine Fish Conservation",2008,"CI","North America","United States",43.901266,-120.43915
"8341","Marine Fish Conservation",2009,"CI","North America","United States",43.902055,-69.34021
"8342","Marine Fish Conservation",2013,"CI","North America","Canada",44.444095,-63.581833
"8343","Marine Fish Conservation",2013,"After","North America","United States",26.333434,-80.078229
"8344","Marine Fish Conservation",2015,"Rand.exp.","North America","Bahamas",25.700892,-79.2761224
"8345","Marine Fish Conservation",2018,"CI","Oceania","Australia",-33.852367,151.384432
"8346","Marine Fish Conservation",2018,"CI","Oceania","Australia",-40.437086,147.944907
"8348","Marine Fish Conservation",1992,"CI","Europe","United Kingdom",49.946495,-3.659735
"8348","Marine Fish Conservation",1992,"CI","Europe","United Kingdom",49.946495,-3.659735
"8349","Marine Fish Conservation",1992,"CI","Europe","United Kingdom",56.312659,0.90116
"8350","Marine Fish Conservation",1995,"After","Europe","Greece",38.333052,23.906364
"8351","Marine Fish Conservation",1996,"Rand.exp.","North America","United States",56.426224,-169.008403
"8351","Marine Fish Conservation",1996,"Rand.exp.","North America","United States",56.426224,-169.008403
"8352","Marine Fish Conservation",1996,"After","Europe","Greece",38.333052,23.906364
"8353","Marine Fish Conservation",1996,"CI","Europe","United Kingdom",57.298074,-5.872206
"8354","Marine Fish Conservation",1996,"CI","Europe","Aland Islands",60.105041,22.272133
"8355","Marine Fish Conservation",1997,"Rand.exp.","Europe","Greece",38.756906,23.126384
"8356","Marine Fish Conservation",1997,"Rand.exp.","Europe","Greece",38.756906,23.126384
"8357","Marine Fish Conservation",1998,"Rand.exp.","North America","United States",40.507116,-125.304036
"8357","Marine Fish Conservation",1998,"Rand.exp.","North America","United States",40.507116,-125.304036
"8358","Marine Fish Conservation",1998,"CI","Europe","Turkey",38.025758,26.676813
"8359","Marine Fish Conservation",1999,"After","Europe","Denmark",55.460921,7.508561
"8360","Marine Fish Conservation",1999,"CI","North America","Barbados",13.197528,-59.666885
"8361","Marine Fish Conservation",2002,"CI","Europe","Italy",43.524345,10.263265
"8362","Marine Fish Conservation",2002,"CI","Europe","The Netherlands",53.022276,4.976073
"8363","Marine Fish Conservation",2002,"CI","Europe","Greece",37.133219,25.318363
"8364","Marine Fish Conservation",2003,"After","Europe","Portugal",37.623721,-9.071492
"8364","Marine Fish Conservation",2003,"CI","Europe","Portugal",37.623721,-9.071492
"8365","Marine Fish Conservation",2004,"CI","Oceania","Australia",-35.041243,150.858507
"8366","Marine Fish Conservation",2004,"CI","Europe","Turkey",38.487914,26.80823
"8367","Marine Fish Conservation",2005,"CI","Europe","Portugal",38.191415,-9.284924
"8368","Marine Fish Conservation",2006,"CI","Oceania","Australia",-29.459959,153.381201
"8369","Marine Fish Conservation",2007,"CI","Asia","Kuwait",29.360514,48.199083
"8370","Marine Fish Conservation",2007,"Rand.exp.","North America","United States",42.922486,-70.632455
"8370","Marine Fish Conservation",2007,"CI","North America","United States",42.922486,-70.632455
"8371","Marine Fish Conservation",2007,"CI","Europe","United Kingdom",50.261739,-6.226438
